LSOA,CCG,stp,nhs_region,admissions
Bexley 020F,NHS Bexley CCG,South East London,London,2.4
Bexley 020B,NHS Bexley CCG,South East London,London,1.71
Bexley 023E,NHS Bexley CCG,South East London,London,4.8
Bexley 023B,NHS Bexley CCG,South East London,London,1.03
Bexley 023C,NHS Bexley CCG,South East London,London,1.37
Bexley 024D,NHS Bexley CCG,South East London,London,1.03
Bexley 024B,NHS Bexley CCG,South East London,London,1.37
Bexley 020A,NHS Bexley CCG,South East London,London,1.03
Bexley 023D,NHS Bexley CCG,South East London,London,3.09
Bexley 024C,NHS Bexley CCG,South East London,London,5.49
Bexley 015B,NHS Bexley CCG,South East London,London,3.43
Bexley 023A,NHS Bexley CCG,South East London,London,3.09
Bexley 017E,NHS Bexley CCG,South East London,London,4.46
Bexley 015A,NHS Bexley CCG,South East London,London,3.77
Bexley 020E,NHS Bexley CCG,South East London,London,1.71
Bexley 020C,NHS Bexley CCG,South East London,London,2.06
Bexley 020D,NHS Bexley CCG,South East London,London,3.77
Bexley 015E,NHS Bexley CCG,South East London,London,4.46
Bexley 015C,NHS Bexley CCG,South East London,London,3.77
Bexley 017D,NHS Bexley CCG,South East London,London,3.43
Bexley 011D,NHS Bexley CCG,South East London,London,1.37
Bexley 009A,NHS Bexley CCG,South East London,London,1.71
Bexley 011B,NHS Bexley CCG,South East London,London,0.69
Bexley 009B,NHS Bexley CCG,South East London,London,1.37
Bexley 011C,NHS Bexley CCG,South East London,London,5.49
Bexley 011A,NHS Bexley CCG,South East London,London,3.09
Bexley 011E,NHS Bexley CCG,South East London,London,1.37
Bexley 009C,NHS Bexley CCG,South East London,London,0.34
Bexley 009D,NHS Bexley CCG,South East London,London,3.09
Bexley 006C,NHS Bexley CCG,South East London,London,1.37
Bexley 017C,NHS Bexley CCG,South East London,London,2.4
Bexley 017A,NHS Bexley CCG,South East London,London,3.43
Bexley 017B,NHS Bexley CCG,South East London,London,4.8
Bexley 014A,NHS Bexley CCG,South East London,London,2.06
Bexley 014B,NHS Bexley CCG,South East London,London,1.03
Bexley 014D,NHS Bexley CCG,South East London,London,3.77
Bexley 014E,NHS Bexley CCG,South East London,London,1.71
Bexley 010B,NHS Bexley CCG,South East London,London,3.43
Bexley 004B,NHS Bexley CCG,South East London,London,1.37
Bexley 004C,NHS Bexley CCG,South East London,London,0.69
Bexley 007B,NHS Bexley CCG,South East London,London,2.4
Bexley 007E,NHS Bexley CCG,South East London,London,1.37
Bexley 007D,NHS Bexley CCG,South East London,London,4.46
Bexley 007A,NHS Bexley CCG,South East London,London,1.37
Bexley 005C,NHS Bexley CCG,South East London,London,2.06
Bexley 004A,NHS Bexley CCG,South East London,London,6.17
Bexley 008D,NHS Bexley CCG,South East London,London,2.06
Bexley 008F,NHS Bexley CCG,South East London,London,2.74
Bexley 008E,NHS Bexley CCG,South East London,London,2.4
Bexley 008G,NHS Bexley CCG,South East London,London,2.4
Bexley 008B,NHS Bexley CCG,South East London,London,0.69
Bexley 007C,NHS Bexley CCG,South East London,London,2.4
Bexley 010A,NHS Bexley CCG,South East London,London,1.71
Bexley 010C,NHS Bexley CCG,South East London,London,2.06
Bexley 014C,NHS Bexley CCG,South East London,London,2.4
Bexley 010E,NHS Bexley CCG,South East London,London,0.34
Bexley 008A,NHS Bexley CCG,South East London,London,1.03
Bexley 005D,NHS Bexley CCG,South East London,London,3.77
Waltham Forest 020G,NHS Waltham Forest CCG,North East London,London,1.03
Waltham Forest 026B,NHS Waltham Forest CCG,North East London,London,1.71
Waltham Forest 023E,NHS Waltham Forest CCG,North East London,London,1.37
Waltham Forest 026D,NHS Waltham Forest CCG,North East London,London,1.37
Waltham Forest 025D,NHS Waltham Forest CCG,North East London,London,2.06
Waltham Forest 026C,NHS Waltham Forest CCG,North East London,London,2.4
Waltham Forest 020A,NHS Waltham Forest CCG,North East London,London,2.06
Waltham Forest 019B,NHS Waltham Forest CCG,North East London,London,2.4
Waltham Forest 019A,NHS Waltham Forest CCG,North East London,London,0.69
Waltham Forest 019C,NHS Waltham Forest CCG,North East London,London,3.09
Waltham Forest 019D,NHS Waltham Forest CCG,North East London,London,0.69
Waltham Forest 023B,NHS Waltham Forest CCG,North East London,London,1.71
Waltham Forest 023A,NHS Waltham Forest CCG,North East London,London,0.34
Waltham Forest 023C,NHS Waltham Forest CCG,North East London,London,1.03
Waltham Forest 025B,NHS Waltham Forest CCG,North East London,London,1.37
Waltham Forest 023D,NHS Waltham Forest CCG,North East London,London,1.71
Waltham Forest 026E,NHS Waltham Forest CCG,North East London,London,1.71
Waltham Forest 020D,NHS Waltham Forest CCG,North East London,London,2.74
Waltham Forest 020C,NHS Waltham Forest CCG,North East London,London,2.06
Waltham Forest 022D,NHS Waltham Forest CCG,North East London,London,2.06
Waltham Forest 022B,NHS Waltham Forest CCG,North East London,London,1.71
Waltham Forest 022E,NHS Waltham Forest CCG,North East London,London,1.03
Waltham Forest 022A,NHS Waltham Forest CCG,North East London,London,2.4
Tower Hamlets 022A,NHS Tower Hamlets CCG,North East London,London,1.37
Tower Hamlets 025B,NHS Tower Hamlets CCG,North East London,London,1.37
Tower Hamlets 022D,NHS Tower Hamlets CCG,North East London,London,2.06
Tower Hamlets 025F,NHS Tower Hamlets CCG,North East London,London,0.69
Tower Hamlets 019D,NHS Tower Hamlets CCG,North East London,London,3.43
Tower Hamlets 016B,NHS Tower Hamlets CCG,North East London,London,2.4
Tower Hamlets 016C,NHS Tower Hamlets CCG,North East London,London,1.03
Tower Hamlets 017A,NHS Tower Hamlets CCG,North East London,London,0.69
Waltham Forest 021C,NHS Waltham Forest CCG,North East London,London,1.03
Waltham Forest 024C,NHS Waltham Forest CCG,North East London,London,1.71
Waltham Forest 021A,NHS Waltham Forest CCG,North East London,London,1.03
Waltham Forest 021E,NHS Waltham Forest CCG,North East London,London,0
Waltham Forest 019E,NHS Waltham Forest CCG,North East London,London,4.11
Redbridge 014C,NHS Redbridge CCG,North East London,London,3.43
Waltham Forest 021B,NHS Waltham Forest CCG,North East London,London,0
Redbridge 014A,NHS Redbridge CCG,North East London,London,1.03
Redbridge 018B,NHS Redbridge CCG,North East London,London,2.06
Redbridge 014D,NHS Redbridge CCG,North East London,London,3.09
Redbridge 018D,NHS Redbridge CCG,North East London,London,3.09
Redbridge 018C,NHS Redbridge CCG,North East London,London,0.34
Redbridge 018A,NHS Redbridge CCG,North East London,London,1.37
Redbridge 014E,NHS Redbridge CCG,North East London,London,2.4
Redbridge 014F,NHS Redbridge CCG,North East London,London,1.37
Waltham Forest 024E,NHS Waltham Forest CCG,North East London,London,1.37
Waltham Forest 024A,NHS Waltham Forest CCG,North East London,London,1.03
Waltham Forest 028B,NHS Waltham Forest CCG,North East London,London,2.74
Waltham Forest 028D,NHS Waltham Forest CCG,North East London,London,0.69
Waltham Forest 028A,NHS Waltham Forest CCG,North East London,London,1.03
Waltham Forest 024B,NHS Waltham Forest CCG,North East London,London,2.06
Redbridge 027B,NHS Redbridge CCG,North East London,London,2.74
Redbridge 027D,NHS Redbridge CCG,North East London,London,2.4
Waltham Forest 021D,NHS Waltham Forest CCG,North East London,London,1.71
Waltham Forest 025A,NHS Waltham Forest CCG,North East London,London,1.37
Waltham Forest 025C,NHS Waltham Forest CCG,North East London,London,1.71
Waltham Forest 025E,NHS Waltham Forest CCG,North East London,London,1.71
Waltham Forest 027C,NHS Waltham Forest CCG,North East London,London,1.03
Waltham Forest 027F,NHS Waltham Forest CCG,North East London,London,1.03
Waltham Forest 027D,NHS Waltham Forest CCG,North East London,London,0.69
Waltham Forest 024D,NHS Waltham Forest CCG,North East London,London,0.34
Waltham Forest 027E,NHS Waltham Forest CCG,North East London,London,2.06
Tower Hamlets 021D,NHS Tower Hamlets CCG,North East London,London,0
Tower Hamlets 021E,NHS Tower Hamlets CCG,North East London,London,0
Tower Hamlets 021C,NHS Tower Hamlets CCG,North East London,London,2.4
Tower Hamlets 021F,NHS Tower Hamlets CCG,North East London,London,0.34
Tower Hamlets 021A,NHS Tower Hamlets CCG,North East London,London,0.34
Newham 004D,NHS Newham CCG,North East London,London,3.77
Newham 003B,NHS Newham CCG,North East London,London,1.37
Redbridge 027C,NHS Redbridge CCG,North East London,London,1.71
Redbridge 027A,NHS Redbridge CCG,North East London,London,0.34
Newham 003D,NHS Newham CCG,North East London,London,2.74
Newham 003A,NHS Newham CCG,North East London,London,1.03
Newham 002A,NHS Newham CCG,North East London,London,3.77
Newham 005C,NHS Newham CCG,North East London,London,2.74
Newham 002B,NHS Newham CCG,North East London,London,0
Newham 002C,NHS Newham CCG,North East London,London,0.69
Newham 004B,NHS Newham CCG,North East London,London,1.71
Newham 004A,NHS Newham CCG,North East London,London,3.09
Newham 005B,NHS Newham CCG,North East London,London,1.71
Newham 002D,NHS Newham CCG,North East London,London,1.71
Newham 005D,NHS Newham CCG,North East London,London,1.03
Newham 005A,NHS Newham CCG,North East London,London,0
Newham 010B,NHS Newham CCG,North East London,London,1.37
Newham 010D,NHS Newham CCG,North East London,London,3.43
Newham 010A,NHS Newham CCG,North East London,London,2.06
Newham 010E,NHS Newham CCG,North East London,London,1.03
Newham 010C,NHS Newham CCG,North East London,London,2.74
Newham 011D,NHS Newham CCG,North East London,London,1.71
Newham 004C,NHS Newham CCG,North East London,London,1.71
Tower Hamlets 017D,NHS Tower Hamlets CCG,North East London,London,1.71
Tower Hamlets 017B,NHS Tower Hamlets CCG,North East London,London,1.03
Tower Hamlets 022C,NHS Tower Hamlets CCG,North East London,London,2.06
Tower Hamlets 025C,NHS Tower Hamlets CCG,North East London,London,0.34
Newham 026B,NHS Newham CCG,North East London,London,2.06
Newham 026D,NHS Newham CCG,North East London,London,1.03
Newham 027D,NHS Newham CCG,North East London,London,1.71
Newham 027B,NHS Newham CCG,North East London,London,0.34
Newham 021B,NHS Newham CCG,North East London,London,0.69
Newham 016B,NHS Newham CCG,North East London,London,1.37
Newham 021A,NHS Newham CCG,North East London,London,1.37
Newham 016C,NHS Newham CCG,North East London,London,2.4
Newham 017B,NHS Newham CCG,North East London,London,2.74
Newham 017A,NHS Newham CCG,North East London,London,3.77
Newham 022B,NHS Newham CCG,North East London,London,4.11
Newham 026A,NHS Newham CCG,North East London,London,0.69
Newham 030B,NHS Newham CCG,North East London,London,1.71
Newham 031A,NHS Newham CCG,North East London,London,2.74
Newham 031D,NHS Newham CCG,North East London,London,1.03
Newham 026C,NHS Newham CCG,North East London,London,2.74
Newham 028A,NHS Newham CCG,North East London,London,2.06
Newham 030A,NHS Newham CCG,North East London,London,3.43
Newham 022A,NHS Newham CCG,North East London,London,2.06
Newham 022D,NHS Newham CCG,North East London,London,1.71
Newham 022C,NHS Newham CCG,North East London,London,0.69
Newham 028C,NHS Newham CCG,North East London,London,1.03
Newham 028D,NHS Newham CCG,North East London,London,4.11
Newham 028B,NHS Newham CCG,North East London,London,1.71
Tower Hamlets 016A,NHS Tower Hamlets CCG,North East London,London,1.37
Tower Hamlets 017C,NHS Tower Hamlets CCG,North East London,London,0
Tower Hamlets 024D,NHS Tower Hamlets CCG,North East London,London,1.37
Tower Hamlets 024C,NHS Tower Hamlets CCG,North East London,London,2.74
Tower Hamlets 028B,NHS Tower Hamlets CCG,North East London,London,0.34
Tower Hamlets 018A,NHS Tower Hamlets CCG,North East London,London,0.69
Tower Hamlets 028G,NHS Tower Hamlets CCG,North East London,London,0.34
Tower Hamlets 020A,NHS Tower Hamlets CCG,North East London,London,0.69
Tower Hamlets 018D,NHS Tower Hamlets CCG,North East London,London,2.74
Tower Hamlets 024A,NHS Tower Hamlets CCG,North East London,London,4.11
Tower Hamlets 031B,NHS Tower Hamlets CCG,North East London,London,1.71
Tower Hamlets 031F,NHS Tower Hamlets CCG,North East London,London,0.69
Tower Hamlets 031G,NHS Tower Hamlets CCG,North East London,London,1.37
Tower Hamlets 030C,NHS Tower Hamlets CCG,North East London,London,1.71
Tower Hamlets 030D,NHS Tower Hamlets CCG,North East London,London,0.69
Tower Hamlets 030B,NHS Tower Hamlets CCG,North East London,London,1.03
Tower Hamlets 030A,NHS Tower Hamlets CCG,North East London,London,3.09
Tower Hamlets 028D,NHS Tower Hamlets CCG,North East London,London,1.71
Tower Hamlets 031A,NHS Tower Hamlets CCG,North East London,London,1.71
Tower Hamlets 031C,NHS Tower Hamlets CCG,North East London,London,1.37
Tower Hamlets 033A,NHS Tower Hamlets CCG,North East London,London,0.69
Tower Hamlets 020D,NHS Tower Hamlets CCG,North East London,London,3.43
Tower Hamlets 020B,NHS Tower Hamlets CCG,North East London,London,2.74
Tower Hamlets 024B,NHS Tower Hamlets CCG,North East London,London,2.4
Tower Hamlets 020C,NHS Tower Hamlets CCG,North East London,London,1.03
Tower Hamlets 018B,NHS Tower Hamlets CCG,North East London,London,1.71
Tower Hamlets 018C,NHS Tower Hamlets CCG,North East London,London,1.37
Tower Hamlets 014E,NHS Tower Hamlets CCG,North East London,London,0.34
Tower Hamlets 014D,NHS Tower Hamlets CCG,North East London,London,1.37
Tower Hamlets 025E,NHS Tower Hamlets CCG,North East London,London,0
Tower Hamlets 023B,NHS Tower Hamlets CCG,North East London,London,0
Tower Hamlets 019B,NHS Tower Hamlets CCG,North East London,London,2.06
Tower Hamlets 019C,NHS Tower Hamlets CCG,North East London,London,2.74
Tower Hamlets 023A,NHS Tower Hamlets CCG,North East London,London,1.03
Tower Hamlets 023C,NHS Tower Hamlets CCG,North East London,London,0.69
Tower Hamlets 023D,NHS Tower Hamlets CCG,North East London,London,1.37
Tower Hamlets 032B,NHS Tower Hamlets CCG,North East London,London,0.34
Tower Hamlets 032C,NHS Tower Hamlets CCG,North East London,London,1.03
Tower Hamlets 033C,NHS Tower Hamlets CCG,North East London,London,0.69
Tower Hamlets 033D,NHS Tower Hamlets CCG,North East London,London,0.34
Tower Hamlets 032E,NHS Tower Hamlets CCG,North East London,London,0.34
Tower Hamlets 032A,NHS Tower Hamlets CCG,North East London,London,1.03
Tower Hamlets 032D,NHS Tower Hamlets CCG,North East London,London,0
Tower Hamlets 033B,NHS Tower Hamlets CCG,North East London,London,0.34
Tower Hamlets 028H,NHS Tower Hamlets CCG,North East London,London,0
Tower Hamlets 028I,NHS Tower Hamlets CCG,North East London,London,0.34
Tower Hamlets 028A,NHS Tower Hamlets CCG,North East London,London,3.09
Tower Hamlets 028E,NHS Tower Hamlets CCG,North East London,London,0
Tower Hamlets 028F,NHS Tower Hamlets CCG,North East London,London,2.06
Tower Hamlets 031D,NHS Tower Hamlets CCG,North East London,London,0
Tower Hamlets 011A,NHS Tower Hamlets CCG,North East London,London,1.37
Tower Hamlets 011F,NHS Tower Hamlets CCG,North East London,London,0.34
Tower Hamlets 010B,NHS Tower Hamlets CCG,North East London,London,2.06
Tower Hamlets 010E,NHS Tower Hamlets CCG,North East London,London,0.69
Tower Hamlets 007C,NHS Tower Hamlets CCG,North East London,London,2.74
Tower Hamlets 016D,NHS Tower Hamlets CCG,North East London,London,2.06
Tower Hamlets 019A,NHS Tower Hamlets CCG,North East London,London,2.74
Tower Hamlets 010A,NHS Tower Hamlets CCG,North East London,London,0.34
Tower Hamlets 010C,NHS Tower Hamlets CCG,North East London,London,1.71
Tower Hamlets 013C,NHS Tower Hamlets CCG,North East London,London,0.34
Newham 012B,NHS Newham CCG,North East London,London,4.46
Newham 006C,NHS Newham CCG,North East London,London,1.37
Newham 012A,NHS Newham CCG,North East London,London,2.4
Newham 013C,NHS Newham CCG,North East London,London,1.71
Newham 006B,NHS Newham CCG,North East London,London,2.4
Waltham Forest 028F,NHS Waltham Forest CCG,North East London,London,1.37
Waltham Forest 027B,NHS Waltham Forest CCG,North East London,London,1.37
Waltham Forest 026A,NHS Waltham Forest CCG,North East London,London,0
Waltham Forest 027A,NHS Waltham Forest CCG,North East London,London,1.37
Newham 013E,NHS Newham CCG,North East London,London,0.69
Newham 013H,NHS Newham CCG,North East London,London,0.69
Newham 020A,NHS Newham CCG,North East London,London,1.03
Newham 027A,NHS Newham CCG,North East London,London,0.34
Newham 020B,NHS Newham CCG,North East London,London,3.77
Newham 021C,NHS Newham CCG,North East London,London,3.09
Newham 020C,NHS Newham CCG,North East London,London,1.71
Newham 020D,NHS Newham CCG,North East London,London,1.03
Newham 021D,NHS Newham CCG,North East London,London,0.69
Newham 009C,NHS Newham CCG,North East London,London,1.71
Newham 016D,NHS Newham CCG,North East London,London,2.4
Newham 020E,NHS Newham CCG,North East London,London,1.37
Newham 012C,NHS Newham CCG,North East London,London,1.37
Newham 009B,NHS Newham CCG,North East London,London,1.71
Newham 009D,NHS Newham CCG,North East London,London,1.03
Newham 013G,NHS Newham CCG,North East London,London,4.46
Newham 012D,NHS Newham CCG,North East London,London,0.69
