,LSOA,CCG,stp,nhs_region,admissions,LSOA01,WD03CD,WD03NM,data_hosp,Preferred_unit_name,Preferred_unit_postcode
169,Bromley 002D,NHS Bromley CCG,South East London,London,1.71,Bromley 002D,00AFGJ,Chislehurst,Princess Royal University Hospital,Princess Royal SU,BR68ND
170,Bromley 002E,NHS Bromley CCG,South East London,London,0,Bromley 002E,00AFGU,Mottingham and Chislehurst North,Princess Royal University Hospital,Princess Royal SU,BR68ND
171,Bromley 002B,NHS Bromley CCG,South East London,London,1.71,Bromley 002B,00AFGJ,Chislehurst,Princess Royal University Hospital,Princess Royal SU,BR68ND
172,Bromley 002C,NHS Bromley CCG,South East London,London,2.06,Bromley 002C,00AFGJ,Chislehurst,Princess Royal University Hospital,Princess Royal SU,BR68ND
173,Bromley 002A,NHS Bromley CCG,South East London,London,2.4,Bromley 002A,00AFGJ,Chislehurst,Princess Royal University Hospital,Princess Royal SU,BR68ND
174,Bromley 010A,NHS Bromley CCG,South East London,London,4.46,Bromley 010A,00AFGJ,Chislehurst,Princess Royal University Hospital,Princess Royal SU,BR68ND
175,Bromley 010B,NHS Bromley CCG,South East London,London,2.06,Bromley 010B,00AFGJ,Chislehurst,Princess Royal University Hospital,Princess Royal SU,BR68ND
176,Croydon 036B,NHS Croydon CCG,South West London,London,2.74,Croydon 036B,00AHGR,New Addington,Croydon University Hospital,Croydon SU,CR77YE
177,Croydon 036D,NHS Croydon CCG,South West London,London,3.77,Croydon 036D,00AHGR,New Addington,Croydon University Hospital,Croydon SU,CR77YE
178,Croydon 036C,NHS Croydon CCG,South West London,London,3.09,Croydon 036C,00AHGR,New Addington,Croydon University Hospital,Croydon SU,CR77YE
179,Croydon 032E,NHS Croydon CCG,South West London,London,1.37,Croydon 032E,00AHGR,New Addington,Croydon University Hospital,Croydon SU,CR77YE
180,Croydon 036A,NHS Croydon CCG,South West London,London,1.37,Croydon 036A,00AHGR,New Addington,Croydon University Hospital,Croydon SU,CR77YE
181,Croydon 032D,NHS Croydon CCG,South West London,London,2.06,Croydon 032D,00AHGR,New Addington,Croydon University Hospital,Croydon SU,CR77YE
182,Croydon 032C,NHS Croydon CCG,South West London,London,0.69,Croydon 032C,00AHGR,New Addington,Croydon University Hospital,Croydon SU,CR77YE
183,Croydon 032A,NHS Croydon CCG,South West London,London,2.4,Croydon 032A,00AHGN,Fieldway,Croydon University Hospital,Croydon SU,CR77YE
184,Croydon 030D,NHS Croydon CCG,South West London,London,1.03,Croydon 030D,00AHGN,Fieldway,Croydon University Hospital,Croydon SU,CR77YE
185,Croydon 032B,NHS Croydon CCG,South West London,London,2.4,Croydon 032B,00AHGN,Fieldway,Croydon University Hospital,Croydon SU,CR77YE
186,Croydon 030E,NHS Croydon CCG,South West London,London,2.4,Croydon 030E,00AHGN,Fieldway,Croydon University Hospital,Croydon SU,CR77YE
187,Croydon 022A,NHS Croydon CCG,South West London,London,1.03,Croydon 022A,00AHGE,Addiscombe,Croydon University Hospital,Croydon SU,CR77YE
188,Croydon 027D,NHS Croydon CCG,South West London,London,2.06,Croydon 027D,00AHGM,Fairfield,Croydon University Hospital,Croydon SU,CR77YE
189,Croydon 027B,NHS Croydon CCG,South West London,London,2.06,Croydon 027B,00AHGM,Fairfield,Croydon University Hospital,Croydon SU,CR77YE
190,Croydon 024D,NHS Croydon CCG,South West London,London,0.34,Croydon 024D,00AHHC,Waddon,Croydon University Hospital,Croydon SU,CR77YE
191,Croydon 024B,NHS Croydon CCG,South West London,London,2.74,Croydon 024B,00AHGM,Fairfield,Croydon University Hospital,Croydon SU,CR77YE
192,Croydon 020D,NHS Croydon CCG,South West London,London,3.43,Croydon 020D,00AHGW,Selhurst,Croydon University Hospital,Croydon SU,CR77YE
193,Croydon 013B,NHS Croydon CCG,South West London,London,1.37,Croydon 013B,00AHGW,Selhurst,Croydon University Hospital,Croydon SU,CR77YE
194,Croydon 020E,NHS Croydon CCG,South West London,London,3.09,Croydon 020E,00AHGW,Selhurst,Croydon University Hospital,Croydon SU,CR77YE
195,Croydon 013F,NHS Croydon CCG,South West London,London,1.71,Croydon 013F,00AHGW,Selhurst,Croydon University Hospital,Croydon SU,CR77YE
196,Croydon 013E,NHS Croydon CCG,South West London,London,1.37,Croydon 013E,00AHGW,Selhurst,Croydon University Hospital,Croydon SU,CR77YE
197,Croydon 027C,NHS Croydon CCG,South West London,London,1.71,Croydon 027C,00AHGM,Fairfield,Croydon University Hospital,Croydon SU,CR77YE
198,Croydon 015A,NHS Croydon CCG,South West London,London,1.03,Croydon 015A,00AHGG,Bensham Manor,Croydon University Hospital,Croydon SU,CR77YE
199,Croydon 015C,NHS Croydon CCG,South West London,London,2.74,Croydon 015C,00AHGW,Selhurst,Croydon University Hospital,Croydon SU,CR77YE
200,Croydon 015B,NHS Croydon CCG,South West London,London,1.03,Croydon 015B,00AHGW,Selhurst,Croydon University Hospital,Croydon SU,CR77YE
201,Croydon 016C,NHS Croydon CCG,South West London,London,2.06,Croydon 016C,00AHHD,West Thornton,Croydon University Hospital,Croydon SU,CR77YE
202,Croydon 016B,NHS Croydon CCG,South West London,London,2.74,Croydon 016B,00AHGH,Broad Green,Croydon University Hospital,Croydon SU,CR77YE
203,Croydon 016A,NHS Croydon CCG,South West London,London,4.11,Croydon 016A,00AHGH,Broad Green,Croydon University Hospital,Croydon SU,CR77YE
204,Croydon 016E,NHS Croydon CCG,South West London,London,1.37,Croydon 016E,00AHHD,West Thornton,Croydon University Hospital,Croydon SU,CR77YE
205,Croydon 019E,NHS Croydon CCG,South West London,London,1.37,Croydon 019E,00AHGH,Broad Green,Croydon University Hospital,Croydon SU,CR77YE
206,Croydon 019B,NHS Croydon CCG,South West London,London,2.74,Croydon 019B,00AHGH,Broad Green,Croydon University Hospital,Croydon SU,CR77YE
207,Croydon 015E,NHS Croydon CCG,South West London,London,2.06,Croydon 015E,00AHHD,West Thornton,Croydon University Hospital,Croydon SU,CR77YE
208,Croydon 019C,NHS Croydon CCG,South West London,London,2.06,Croydon 019C,00AHGH,Broad Green,Croydon University Hospital,Croydon SU,CR77YE
209,Croydon 019A,NHS Croydon CCG,South West London,London,1.71,Croydon 019A,00AHGH,Broad Green,Croydon University Hospital,Croydon SU,CR77YE
210,Croydon 024A,NHS Croydon CCG,South West London,London,1.71,Croydon 024A,00AHGH,Broad Green,Croydon University Hospital,Croydon SU,CR77YE
211,Croydon 020B,NHS Croydon CCG,South West London,London,1.37,Croydon 020B,00AHGH,Broad Green,Croydon University Hospital,Croydon SU,CR77YE
212,Croydon 028B,NHS Croydon CCG,South West London,London,1.03,Croydon 028B,00AHHC,Waddon,Croydon University Hospital,Croydon SU,CR77YE
213,Croydon 024C,NHS Croydon CCG,South West London,London,2.4,Croydon 024C,00AHHC,Waddon,Croydon University Hospital,Croydon SU,CR77YE
214,Croydon 024E,NHS Croydon CCG,South West London,London,1.71,Croydon 024E,00AHHC,Waddon,Croydon University Hospital,Croydon SU,CR77YE
215,Sutton 011E,NHS Sutton CCG,South West London,London,4.8,Sutton 011E,00BFGC,Beddington North,St Helier Hospital,St Helier SU,SM51AA
216,Croydon 028A,NHS Croydon CCG,South West London,London,2.06,Croydon 028A,00AHHC,Waddon,Croydon University Hospital,Croydon SU,CR77YE
217,Sutton 011C,NHS Sutton CCG,South West London,London,1.03,Sutton 011C,00BFGC,Beddington North,St Helier Hospital,St Helier SU,SM51AA
218,Sutton 011B,NHS Sutton CCG,South West London,London,1.71,Sutton 011B,00BFGC,Beddington North,St Helier Hospital,St Helier SU,SM51AA
219,Croydon 028D,NHS Croydon CCG,South West London,London,2.74,Croydon 028D,00AHHC,Waddon,Croydon University Hospital,Croydon SU,CR77YE
220,Croydon 019D,NHS Croydon CCG,South West London,London,2.4,Croydon 019D,00AHGH,Broad Green,Croydon University Hospital,Croydon SU,CR77YE
221,Sutton 011A,NHS Sutton CCG,South West London,London,1.71,Sutton 011A,00BFGC,Beddington North,St Helier Hospital,St Helier SU,SM51AA
222,Croydon 026C,NHS Croydon CCG,South West London,London,3.77,Croydon 026C,00AHGP,Heathfield,Croydon University Hospital,Croydon SU,CR77YE
223,Croydon 023C,NHS Croydon CCG,South West London,London,2.06,Croydon 023C,00AHGM,Fairfield,Croydon University Hospital,Croydon SU,CR77YE
224,Croydon 026A,NHS Croydon CCG,South West London,London,1.71,Croydon 026A,00AHGP,Heathfield,Croydon University Hospital,Croydon SU,CR77YE
225,Croydon 026B,NHS Croydon CCG,South West London,London,2.4,Croydon 026B,00AHGP,Heathfield,Croydon University Hospital,Croydon SU,CR77YE
226,Croydon 023B,NHS Croydon CCG,South West London,London,2.06,Croydon 023B,00AHGM,Fairfield,Croydon University Hospital,Croydon SU,CR77YE
227,Croydon 023A,NHS Croydon CCG,South West London,London,2.4,Croydon 023A,00AHGM,Fairfield,Croydon University Hospital,Croydon SU,CR77YE
228,Croydon 023D,NHS Croydon CCG,South West London,London,4.11,Croydon 023D,00AHGM,Fairfield,Croydon University Hospital,Croydon SU,CR77YE
229,Croydon 022C,NHS Croydon CCG,South West London,London,2.4,Croydon 022C,00AHGE,Addiscombe,Croydon University Hospital,Croydon SU,CR77YE
230,Croydon 017C,NHS Croydon CCG,South West London,London,1.03,Croydon 017C,00AHGE,Addiscombe,Croydon University Hospital,Croydon SU,CR77YE
231,Croydon 022F,NHS Croydon CCG,South West London,London,3.09,Croydon 022F,00AHGE,Addiscombe,Croydon University Hospital,Croydon SU,CR77YE
232,Croydon 017A,NHS Croydon CCG,South West London,London,0.34,Croydon 017A,00AHGE,Addiscombe,Croydon University Hospital,Croydon SU,CR77YE
233,Croydon 017E,NHS Croydon CCG,South West London,London,1.03,Croydon 017E,00AHHE,Woodside,Croydon University Hospital,Croydon SU,CR77YE
234,Croydon 017B,NHS Croydon CCG,South West London,London,1.03,Croydon 017B,00AHGE,Addiscombe,Croydon University Hospital,Croydon SU,CR77YE
235,Croydon 017D,NHS Croydon CCG,South West London,London,2.06,Croydon 017D,00AHGE,Addiscombe,Croydon University Hospital,Croydon SU,CR77YE
236,Croydon 021D,NHS Croydon CCG,South West London,London,1.37,Croydon 021D,00AHGF,Ashburton,Croydon University Hospital,Croydon SU,CR77YE
237,Croydon 022B,NHS Croydon CCG,South West London,London,2.74,Croydon 022B,00AHGE,Addiscombe,Croydon University Hospital,Croydon SU,CR77YE
238,Croydon 022D,NHS Croydon CCG,South West London,London,1.71,Croydon 022D,00AHGE,Addiscombe,Croydon University Hospital,Croydon SU,CR77YE
239,Croydon 022E,NHS Croydon CCG,South West London,London,0.69,Croydon 022E,00AHGE,Addiscombe,Croydon University Hospital,Croydon SU,CR77YE
240,Croydon 014E,NHS Croydon CCG,South West London,London,2.4,Croydon 014E,00AHHE,Woodside,Croydon University Hospital,Croydon SU,CR77YE
241,Croydon 045A,NHS Croydon CCG,South West London,London,1.37,Croydon 012B,00AHGF,Ashburton,Croydon University Hospital,Croydon SU,CR77YE
242,Croydon 014A,NHS Croydon CCG,South West London,London,3.77,Croydon 014A,00AHGF,Ashburton,Croydon University Hospital,Croydon SU,CR77YE
243,Croydon 021C,NHS Croydon CCG,South West London,London,2.4,Croydon 021C,00AHGF,Ashburton,Croydon University Hospital,Croydon SU,CR77YE
244,Croydon 021B,NHS Croydon CCG,South West London,London,1.37,Croydon 021B,00AHGF,Ashburton,Croydon University Hospital,Croydon SU,CR77YE
245,Croydon 021A,NHS Croydon CCG,South West London,London,2.74,Croydon 021A,00AHGF,Ashburton,Croydon University Hospital,Croydon SU,CR77YE
246,Croydon 018D,NHS Croydon CCG,South West London,London,2.74,Croydon 018D,00AHGY,Shirley,Croydon University Hospital,Croydon SU,CR77YE
247,Croydon 018B,NHS Croydon CCG,South West London,London,4.46,Croydon 018B,00AHGF,Ashburton,Croydon University Hospital,Croydon SU,CR77YE
248,Croydon 018A,NHS Croydon CCG,South West London,London,1.37,Croydon 018A,00AHGF,Ashburton,Croydon University Hospital,Croydon SU,CR77YE
249,Croydon 045E,NHS Croydon CCG,South West London,London,2.4,Croydon 012A,00AHGF,Ashburton,Croydon University Hospital,Croydon SU,CR77YE
250,Croydon 018C,NHS Croydon CCG,South West London,London,1.03,Croydon 018C,00AHGY,Shirley,Croydon University Hospital,Croydon SU,CR77YE
251,Croydon 025A,NHS Croydon CCG,South West London,London,2.06,Croydon 025A,00AHGY,Shirley,Croydon University Hospital,Croydon SU,CR77YE
252,Croydon 026E,NHS Croydon CCG,South West London,London,4.46,Croydon 026E,00AHGY,Shirley,Croydon University Hospital,Croydon SU,CR77YE
253,Croydon 025D,NHS Croydon CCG,South West London,London,1.71,Croydon 025D,00AHGY,Shirley,Croydon University Hospital,Croydon SU,CR77YE
254,Croydon 025C,NHS Croydon CCG,South West London,London,1.71,Croydon 025C,00AHGY,Shirley,Croydon University Hospital,Croydon SU,CR77YE
255,Croydon 025B,NHS Croydon CCG,South West London,London,0.69,Croydon 025B,00AHGY,Shirley,Croydon University Hospital,Croydon SU,CR77YE
256,Croydon 026D,NHS Croydon CCG,South West London,London,3.77,Croydon 026D,00AHGY,Shirley,Croydon University Hospital,Croydon SU,CR77YE
257,Croydon 018E,NHS Croydon CCG,South West London,London,2.06,Croydon 018E,00AHGY,Shirley,Croydon University Hospital,Croydon SU,CR77YE
258,Croydon 034E,NHS Croydon CCG,South West London,London,1.71,Croydon 034E,00AHGP,Heathfield,Croydon University Hospital,Croydon SU,CR77YE
259,Croydon 030C,NHS Croydon CCG,South West London,London,1.71,Croydon 030C,00AHGN,Fieldway,Croydon University Hospital,Croydon SU,CR77YE
260,Croydon 030A,NHS Croydon CCG,South West London,London,3.43,Croydon 030A,00AHGN,Fieldway,Croydon University Hospital,Croydon SU,CR77YE
261,Croydon 030B,NHS Croydon CCG,South West London,London,0.69,Croydon 030B,00AHGN,Fieldway,Croydon University Hospital,Croydon SU,CR77YE
262,Croydon 034C,NHS Croydon CCG,South West London,London,0.69,Croydon 034C,00AHGP,Heathfield,Croydon University Hospital,Croydon SU,CR77YE
263,Croydon 034A,NHS Croydon CCG,South West London,London,1.71,Croydon 034A,00AHGP,Heathfield,Croydon University Hospital,Croydon SU,CR77YE
264,Croydon 034B,NHS Croydon CCG,South West London,London,0.69,Croydon 034B,00AHGP,Heathfield,Croydon University Hospital,Croydon SU,CR77YE
265,Croydon 035D,NHS Croydon CCG,South West London,London,2.4,Croydon 035D,00AHGU,Sanderstead,Croydon University Hospital,Croydon SU,CR77YE
266,Croydon 033D,NHS Croydon CCG,South West London,London,2.06,Croydon 033D,00AHGX,Selsdon and Ballards,Croydon University Hospital,Croydon SU,CR77YE
267,Croydon 029D,NHS Croydon CCG,South West London,London,1.71,Croydon 029D,00AHGL,Croham,Croydon University Hospital,Croydon SU,CR77YE
268,Croydon 035A,NHS Croydon CCG,South West London,London,4.46,Croydon 035A,00AHGL,Croham,Croydon University Hospital,Croydon SU,CR77YE
269,Croydon 035E,NHS Croydon CCG,South West London,London,0.69,Croydon 035E,00AHGU,Sanderstead,Croydon University Hospital,Croydon SU,CR77YE
270,Croydon 031E,NHS Croydon CCG,South West London,London,1.71,Croydon 031E,00AHGT,Purley,Croydon University Hospital,Croydon SU,CR77YE
271,Croydon 031B,NHS Croydon CCG,South West London,London,1.71,Croydon 031B,00AHGL,Croham,Croydon University Hospital,Croydon SU,CR77YE
272,Croydon 031D,NHS Croydon CCG,South West London,London,2.4,Croydon 031D,00AHGT,Purley,Croydon University Hospital,Croydon SU,CR77YE
273,Croydon 028E,NHS Croydon CCG,South West London,London,6.17,Croydon 028E,00AHHC,Waddon,Croydon University Hospital,Croydon SU,CR77YE
274,Croydon 031A,NHS Croydon CCG,South West London,London,2.06,Croydon 031A,00AHGL,Croham,Croydon University Hospital,Croydon SU,CR77YE
275,Croydon 029E,NHS Croydon CCG,South West London,London,2.06,Croydon 029E,00AHGL,Croham,Croydon University Hospital,Croydon SU,CR77YE
276,Croydon 031C,NHS Croydon CCG,South West London,London,1.37,Croydon 031C,00AHGL,Croham,Croydon University Hospital,Croydon SU,CR77YE
277,Croydon 027E,NHS Croydon CCG,South West London,London,4.11,Croydon 027E,00AHHC,Waddon,Croydon University Hospital,Croydon SU,CR77YE
278,Croydon 028C,NHS Croydon CCG,South West London,London,3.43,Croydon 028C,00AHHC,Waddon,Croydon University Hospital,Croydon SU,CR77YE
279,Croydon 029B,NHS Croydon CCG,South West London,London,0.34,Croydon 029B,00AHGL,Croham,Croydon University Hospital,Croydon SU,CR77YE
280,Croydon 027A,NHS Croydon CCG,South West London,London,0.69,Croydon 027A,00AHGL,Croham,Croydon University Hospital,Croydon SU,CR77YE
281,Croydon 029A,NHS Croydon CCG,South West London,London,1.37,Croydon 029A,00AHGL,Croham,Croydon University Hospital,Croydon SU,CR77YE
282,Croydon 033B,NHS Croydon CCG,South West London,London,1.03,Croydon 033B,00AHGX,Selsdon and Ballards,Croydon University Hospital,Croydon SU,CR77YE
283,Croydon 033C,NHS Croydon CCG,South West London,London,2.74,Croydon 033C,00AHGX,Selsdon and Ballards,Croydon University Hospital,Croydon SU,CR77YE
284,Croydon 029C,NHS Croydon CCG,South West London,London,1.71,Croydon 029C,00AHGL,Croham,Croydon University Hospital,Croydon SU,CR77YE
285,Croydon 034D,NHS Croydon CCG,South West London,London,2.74,Croydon 034D,00AHGP,Heathfield,Croydon University Hospital,Croydon SU,CR77YE
286,Croydon 033E,NHS Croydon CCG,South West London,London,2.4,Croydon 033E,00AHGX,Selsdon and Ballards,Croydon University Hospital,Croydon SU,CR77YE
287,Croydon 034F,NHS Croydon CCG,South West London,London,1.71,Croydon 034F,00AHGP,Heathfield,Croydon University Hospital,Croydon SU,CR77YE
288,Croydon 034H,NHS Croydon CCG,South West London,London,1.71,Croydon 034H,00AHGX,Selsdon and Ballards,Croydon University Hospital,Croydon SU,CR77YE
289,Croydon 034G,NHS Croydon CCG,South West London,London,1.03,Croydon 034G,00AHGX,Selsdon and Ballards,Croydon University Hospital,Croydon SU,CR77YE
290,Croydon 039D,NHS Croydon CCG,South West London,London,1.37,Croydon 039D,00AHGX,Selsdon and Ballards,Croydon University Hospital,Croydon SU,CR77YE
291,Croydon 033A,NHS Croydon CCG,South West London,London,1.37,Croydon 033A,00AHGX,Selsdon and Ballards,Croydon University Hospital,Croydon SU,CR77YE
292,Croydon 039C,NHS Croydon CCG,South West London,London,2.4,Croydon 039C,00AHGU,Sanderstead,Croydon University Hospital,Croydon SU,CR77YE
293,Croydon 039B,NHS Croydon CCG,South West London,London,2.74,Croydon 039B,00AHGU,Sanderstead,Croydon University Hospital,Croydon SU,CR77YE
294,Croydon 035C,NHS Croydon CCG,South West London,London,3.09,Croydon 035C,00AHGU,Sanderstead,Croydon University Hospital,Croydon SU,CR77YE
295,Croydon 039A,NHS Croydon CCG,South West London,London,2.06,Croydon 039A,00AHGU,Sanderstead,Croydon University Hospital,Croydon SU,CR77YE
296,Croydon 035B,NHS Croydon CCG,South West London,London,1.37,Croydon 035B,00AHGU,Sanderstead,Croydon University Hospital,Croydon SU,CR77YE
297,Merton 014D,NHS Merton CCG,South West London,London,0.69,Merton 014D,00BAGG,Longthornton,St George's Hospital (Tooting),St George’s SU,SW170QT
298,Merton 019E,NHS Merton CCG,South West London,London,2.74,Merton 019E,00BAGK,Pollards Hill,St Helier Hospital,St Helier SU,SM51AA
